"OBJECTID","FID_J5ADCCAE55F1F458CB72D43BBA0","FID_JCEC669FB3C1942769A246F54CA","FID_JD5A3B0BAC9964E2A82FC17D52C","FID_JCFB10F4860614B8C9C6755F87E","NAME","STATE_NAME","STATE_FIPS","CNTY_FIPS","FIPS","POPULATION","POP_SQMI","POP2010","POP10_SQMI","WHITE","BLACK","AMERI_ES","ASIAN","HAWN_PI","HISPANIC","OTHER","MULT_RACE","MALES","FEMALES","AGE_UNDER5","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_34","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_84","AGE_85_UP","MED_AGE","MED_AGE_M","MED_AGE_F","HOUSEHOLDS","AVE_HH_SZ","HSEHLD_1_M","HSEHLD_1_F","MARHH_CHD","MARHH_NO_C","MHH_CHILD","FHH_CHILD","FAMILIES","AVE_FAM_SZ","HSE_UNITS","VACANT","OWNER_OCC","RENTER_OCC","NO_FARMS12","AVE_SIZE12","CROP_ACR12","AVE_SALE12","SQMI","NO_FARMS17","AVE_SIZE17","CROP_ACR17","AVE_SALE17","Shape_Leng","County","Zone","FID_JC691A5DE512F41389BD7E7BF18","price.region","Count_","Area.in.Square.Miles","FID_WI_MUNI_UTILITY_BOUNDARIES_","CODE","COLOR","UTIL_LAB","Util_Type","PSC_ID","AREA","PERIMETER","ADDRESS_1","ADDRESS_2","CITY","STATE","ZIP","PHONE","WEB","DATA_DATE","GIS_DATA","Shape_Leng.1","LABEL","FID_COOP_UTILITY_BOUNDARIES_COO","CODE.1","COLOR.1","UTIL_LAB.1","Util_Type.1","PSC_ID.1","AREA.1","PERIMETER.1","ADDRESS_1.1","ADDRESS_2.1","CITY.1","STATE.1","ZIP.1","PHONE.1","WEB.1","DATA_DATE.1","GIS_DATA.1","Shape_Leng.2","LABEL.1","FID_WI_IOU_UTILITY_BOUNDARIES_W","CITY.2","CODE.2","UTIL_LAB.2","PSC_ID.2","AREA.2","PERIMETER.2","DATA_DATE.2","GIS_DATA.2","ADDRESS_1.2","ADDRESS_2.2","STATE.2","ZIP.2","PHONE.2","WEB.2","Shape_Leng.3","UTIL_TYPE","LABEL.2","elec_utility","heating_load","cooling_load","NG_cool_NB","NG_cool_NB_capital","NG_cool_NB_MO","NG_cool_NB_emissions","NG_cool_private","NG_cool_CO2e","NG_nocool_NB","NG_nocool_NB_capital","NG_nocool_NB_MO","NG_nocool_NB_emissions","NG_nocool_private","NG_nocool_CO2e","HO_cool_NB","HO_cool_NB_capital","HO_cool_NB_MO","HO_cool_NB_emissions","HO_cool_private","HO_cool_CO2e","HO_nocool_NB","HO_nocool_NB_capital","HO_nocool_NB_MO","HO_nocool_NB_emissions","HO_nocool_private","HO_nocool_CO2e","P_cool_NB","P_cool_NB_capital","P_cool_NB_MO","P_cool_NB_emissions","P_cool_private","P_cool_CO2e","P_nocool_NB","P_nocool_NB_capital","P_nocool_NB_MO","P_nocool_NB_emissions","P_nocool_private","P_nocool_CO2e","ElecRes_cool_NB","ElecRes_cool_NB_capital","ElecRes_cool_NB_MO","ElecRes_cool_NB_emissions","ElecRes_cool_private","ElecRes_cool_CO2e","ElecRes_nocool_NB","ElecRes_nocool_NB_capital","ElecRes_nocool_NB_MO","ElecRes_nocool_NB_emissions","ElecRes_nocool_private","ElecRes_nocool_CO2e","wood_cool_NB","wood_cool_NB_capital","wood_cool_NB_MO","wood_cool_NB_emissions","wood_cool_private","wood_cool_CO2e","wood_nocool_NB","wood_nocool_NB_capital","wood_nocool_NB_MO","wood_nocool_NB_emissions","wood_nocool_private","wood_nocool_CO2e","perc_positive_NB_NG_cool","perc_positive_private_NG_cool","perc_positive_NB_NG_nocool","perc_positive_private_NG_nocool","perc_positive_NB_P_cool","perc_positive_private_P_cool","perc_positive_NB_P_nocool","perc_positive_private_P_nocool","perc_positive_NB_HO_cool","perc_positive_private_HO_cool","perc_positive_NB_HO_nocool","perc_positive_private_HO_nocool","perc_positive_NB_ElecRes_cool","perc_positive_private_ElecRes_cool","perc_positive_NB_ElecRes_nocool","perc_positive_private_ElecRes_nocool","perc_positive_NB_wood_cool","perc_positive_private_wood_cool","perc_positive_NB_wood_nocool","perc_positive_private_wood_nocool"
998,223,228,100,59,"Shawano County","Wisconsin",55,115,55115,41831,46,41949,46.1,37254,143,3172,180,13,905,366,821,20921,21028,2443,2648,2725,2723,2013,4382,5285,6589,5461,4104,2482,1094,42.8,42.1,43.6,17019,2.42,2110,2412,3327,5844,524,1036,11566,2.91,20720,3701,12999,4020,1278,204,183461,198858,909.4,1139,217,186192,219851,2.85573694,"Shawano",3,2,1,416,4.24891748,14,"M-63",9,"SHAWANO MUNICIPAL UTILITIES","Municipal",5350,21.38511387,"32.34066353"," ","122 N Sawyer Street","Shawano","WI","54166","715-526-3131","https://www.cityofshawano.com/242/Shawano-Municipal-Utilities-SMU","11/12/12 0:00"," ",52047.35691,"Shawano Municipal Utilities",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",5350,-61.822411755501,-862.569065198126,447.372207614746,-615.037288768066,469.818281146273,592.59121523654,-145.219007621793,18355.2606513109,-6423.09828249285,-7335.89613522738,469.818281146273,442.979571588263,-6866.07785408111,13732.4473370355,9925.02508037493,-615.037288768066,8898.7325037822,1641.32986536079,8283.69521501413,50752.6623154194,3054.55459026733,-7335.89613522738,8898.7325037822,1491.71822171252,1562.83636855482,46129.8490011441,12276.3792570592,-615.037288768066,11884.5310617196,1006.88548410771,11269.4937729515,31138.2621116018,5405.90876695162,-7335.89613522738,11884.5310617196,857.273840459434,4548.63492649219,26515.4487973265,15479.9833621283,-615.037288768064,14023.0328073279,2071.98784356848,13407.9955185598,64041.6269392717,8609.51287202072,-7335.89613522738,14023.0328073279,1922.37619992021,6687.13667210052,59418.8136249964,11050.6034309096,-615.037288768066,9655.71372186425,2009.92699781344,9040.67643309618,62126.1410023455,4180.13294080203,-7335.89613522738,9655.71372186425,1860.31535416517,2319.81758663687,57503.3276880702,0.832,0.317,0,0,1,1,0.907,0.898,1,1,0.887,0.72,1,1,1,1,0,1,0,1
1000,217,222,95,57,"Sauk County","Wisconsin",55,111,55111,64856,76.4,61976,73,58588,357,769,337,13,2675,1156,756,30848,31128,3979,4014,4170,3930,3336,7734,8044,9545,7936,4769,2962,1557,39.9,38.5,41.4,25192,2.43,3082,3805,5191,7832,850,1637,16634,2.94,29708,4516,17690,7502,1665,200,209776,124356,849.19,1412,212,197736,133470,2.33447792,"Sauk",9,2,1,416,7.28892721,33,"M-58",31,"REEDSBURG UTILITY COMMISSION","Municipal",4970,10.99313051,"26.84904236","PO Box 230","501 Utility Court","Reedsburg","WI","53959-0230","608-524-4381","http://reedsburgutility.com/","3/16/15 0:00"," ",43209.43165,"Reedsburg Utility Commission",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",4970,-73.5256773377589,-1209.73963094224,-179.517933778363,-613.897265016081,48.5312913092639,385.848039928452,-565.365973706817,11910.8082513452,-7142.19549447626,-7366.34970531168,48.5312913092639,175.622919526157,-7317.81841400242,5427.01716801772,9974.44276029369,-613.89726501608,8720.08928075773,1868.25074455204,8106.19201574166,57555.7428744849,3011.76519959579,-7366.34970531168,8720.08928075773,1658.02562414974,1353.73957544605,51071.9517911574,12822.5538068751,-613.897265016081,12265.5481904281,1170.90288146307,11651.6509254121,36117.7316073295,5859.87624617723,-7366.34970531168,12265.5481904281,960.677761060778,4899.19848511646,29633.940524002,21132.0638480383,-613.89726501608,19300.2703855403,2445.69072751407,18686.3731205242,75431.2646957888,14169.3862873404,-7366.34970531168,19300.2703855403,2235.46560711177,11933.9206802286,68947.4736124614,12313.8980278321,-613.89726501608,10762.1973339365,2165.59795891172,10148.3000689204,66792.8327443423,5351.22046713422,-7366.34970531168,10762.1973339365,1955.37283850942,3395.84762862479,60309.0416610148,0.283,0.042,0,0,1,1,0.893,0.887,1,0.985,0.87,0.635,1,1,1,1,0,1,0,1
1001,372,70,70,42,"Monroe County","Wisconsin",55,81,55081,46889,51.6,44673,49.2,41940,512,510,289,40,1661,764,618,22648,22025,3236,3230,3221,3023,2228,5321,5468,6939,5784,3311,2036,876,39,38.7,39.3,17376,2.52,2346,2303,3743,5417,608,1216,11740,3.05,19204,1828,12404,4972,1926,175,173238,104903,908.08,1555,193,165234,130380,2.19320659,"Monroe",7,4,3,160,15.48616535,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",15,"C-12",83,"OAKDALE ELECTRIC COOPERATIVE","Cooperative",4320,1361.977719,418.2959797,"PO Box 128","489 N Oakwood Street","Oakdale","WI","54649-0128","608-372-4131","https://www.oakdalerec.com","7/15/09 0:00","X",673183.4715,"Oakdale Electric Cooperative",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",4320,-75.106904204506,-1185.82768318286,-39.6329916997565,-622.811547963076,136.583190276768,446.595365986549,-486.228357686308,13767.7978567428,-6975.88438713162,-7353.57655044626,136.583190276768,241.108973037871,-7216.99336016949,7411.80624049545,10285.3902225517,-622.811547963076,9055.50752925127,1852.69424126346,8432.69598128819,57229.6044498284,3349.1388271198,-7353.57655044626,9055.50752925127,1647.20784831478,1701.93097880501,50873.6128335811,13217.9643885565,-622.811547963076,12708.0053734258,1132.77056309376,12085.1938254628,34989.2062172631,6281.71299312465,-7353.57655044626,12708.0053734258,927.284170145081,5354.42882297957,28633.2146010158,19854.8639763558,-622.811547963076,18046.5991353355,2431.07638898344,17423.7875873724,75165.1090247158,12918.612580924,-7353.57655044626,18046.5991353355,2225.58999603477,10693.0225848892,68809.1174084684,12186.8909011018,-622.811547963076,10693.905414703,2115.79703436188,10071.0938667399,65373.6623562155,5250.6395056699,-7353.57655044626,10693.905414703,1910.31064141321,3340.32886425669,59017.6707399682,0.422,0.09,0,0,1,1,0.9,0.897,1,0.996,0.891,0.734,1,1,1,1,0,1,0,1
1002,372,70,70,42,"Monroe County","Wisconsin",55,81,55081,46889,51.6,44673,49.2,41940,512,510,289,40,1661,764,618,22648,22025,3236,3230,3221,3023,2228,5321,5468,6939,5784,3311,2036,876,39,38.7,39.3,17376,2.52,2346,2303,3743,5417,608,1216,11740,3.05,19204,1828,12404,4972,1926,175,173238,104903,908.08,1555,193,165234,130380,2.19320659,"Monroe",7,4,3,160,73.03394317,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",15,"C-12",83,"OAKDALE ELECTRIC COOPERATIVE","Cooperative",4320,1361.977719,418.2959797,"PO Box 128","489 N Oakwood Street","Oakdale","WI","54649-0128","608-372-4131","https://www.oakdalerec.com","7/15/09 0:00","X",673183.4715,"Oakdale Electric Cooperative",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",4320,-75.106904204506,-1185.82768318286,-24.636005907676,-623.118119802886,145.208658383157,453.273455512053,-477.909461419729,13827.8211143485,-6963.28239987391,-7353.91261950466,145.208658383157,245.421561247584,-7208.7039611215,7471.46909532033,10625.7405974387,-623.118119802886,9375.82477839452,1873.03393884707,8752.70665859163,57264.9942390622,3687.09420347247,-7353.91261950466,9375.82477839452,1665.18204458261,2021.91215888986,50908.642220034,13507.9170825633,-623.118119802886,12984.8675172526,1146.1676851135,12361.7493974498,35040.0616109424,6569.27068859703,-7353.91261950466,12984.8675172526,938.315790849036,5630.95489774799,28683.7095919142,19899.7893824417,-623.118119802886,18063.3235444113,2459.58395783328,17440.2054246084,75201.2543317981,12961.1429884754,-7353.91261950466,18063.3235444113,2251.73206356881,10709.4109249066,68844.9023127699,12231.3061286619,-623.118119802886,10710.073091312,2144.35115715281,10086.9549715091,65525.801062946,5292.65973469566,-7353.91261950466,10710.073091312,1936.49926288834,3356.16047180732,59169.4490439178,0.428,0.09,0,0,1,1,0.895,0.891,1,0.995,0.88,0.737,1,1,1,1,0,1,0,1
1004,297,20,20,10,"Clark County","Wisconsin",55,19,55019,35346,29,34690,28.5,33338,80,174,127,8,1292,773,190,17577,17113,2913,2799,2772,2468,1816,3773,3891,4905,3940,2556,1887,970,37.1,35.9,38.3,12679,2.69,1545,1661,3107,4269,373,575,8884,3.26,15076,2397,10122,2557,2317,198,310919,173441,1218.67,2095,215,323806,192889,2.4345185,"Clark",5,4,3,160,39.25172476,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",10,"C-06",83,"CLARK ELECTRIC COOPERATIVE","Cooperative",1144,1225.566137,375.4412319,"PO Box 190","124 N Main Street","Greenwood","WI","54437-0190","715-267-6188","https://www.cecoop.com","7/13/09 0:00"," ",604215.3023,"Clark Electric Cooperative",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",1144,-78.0428402547774,-954.210475214276,-73.9718420223217,-625.710567195536,124.845126463881,426.893598709331,-500.865440731655,13135.944476817,-6999.72762854477,-7385.40272314827,124.845126463881,260.829968139617,-7260.55759668439,8020.83233460908,10352.1093887017,-625.710567195536,9019.11850819615,1958.70144770113,8393.40794100062,60313.1222764299,3426.35360217929,-7385.40272314827,9019.11850819615,1792.63781713141,1633.71578504789,55198.010134222,13542.1170978164,-625.710567195536,12956.1916148108,1211.63605020118,12330.4810476153,37331.945326049,6616.361311294,-7385.40272314827,12956.1916148108,1045.57241963146,5570.78889166254,32216.8331838411,21484.3723317744,-625.710567195534,19542.5388733726,2567.54402559735,18916.828306177,79082.5237719997,14558.6165452519,-7385.40272314827,19542.5388733726,2401.48039502764,12157.1361502243,73967.4116297918,12980.6740543856,-625.710567195536,11332.0413503985,2274.3432711826,10706.330783203,70047.3462857944,6054.91826786313,-7385.40272314827,11332.0413503985,2108.27964061288,3946.63862725025,64932.2341435865,0.381,0.078,0,0,1,1,0.898,0.887,1,0.991,0.883,0.757,1,1,1,1,0,1,0,1
1005,60,61,61,37,"Marathon County","Wisconsin",55,73,55073,136334,86.5,134063,85,122446,841,634,7146,32,2992,1223,1741,67308,66755,8771,8886,9320,9305,7100,16363,17712,20965,16653,9675,6247,3066,39.4,38.3,40.4,53176,2.49,6499,7199,11781,17470,1628,3066,36326,3,57734,4558,39090,14086,2266,211,320051,172605,1576.33,2237,212,322853,184888,3.05691312,"Marathon",5,3,2,176,919.5583438,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",1,"Green Bay","WPSC","WISCONSIN PUBLIC SERVICE CORPORATION",6690,9748.436843,1609.078781,"1/9/19 0:00","X","P.O. Box 19003"," ","WI","54307-9003","800-450-7260","https://www.wisconsinpublicservice.com",2589566.461,"Investor-Owned","Wisconsin Public Service Corporation",6690,-95.9611383038992,-1122.8072803703,-231.785320851133,-625.753840625075,16.3915929077666,377.576926866179,-609.362247717308,11570.8172219048,-7198.34477930911,-7394.89404252081,16.3915929077666,180.15767030393,-7378.50244961304,5551.58883778122,12450.8837960737,-625.753840625075,10730.3377329718,2346.29990372696,10104.5838923467,71770.0574328959,5484.3243376157,-7394.8940425208,10730.3377329718,2148.88064716471,3335.44369045099,65750.8290487724,16221.5331250254,-625.753840625075,15380.3077310642,1466.97923458623,14754.5538904391,44791.5444152334,9254.97366656737,-7394.89404252081,15380.3077310642,1269.55997802398,7985.41368854339,38772.3160311099,27195.4061445054,-625.753840625075,24667.046446788,3154.11353834247,24041.2926061629,96213.2994678813,20228.8466860474,-7394.89404252081,24667.046446788,2956.69428178022,17272.1524042672,90194.0710837578,15524.8850235221,-625.753840625075,13478.3576631164,2672.28120103078,12852.6038224913,81614.6421420831,8558.32556506411,-7394.89404252081,13478.3576631164,2474.86194446853,6083.46362059558,75595.4137579596,0.231,0.025,0,0,1,1,0.912,0.88,1,0.977,0.879,0.851,1,1,1,1,0,1,0,1
1006,60,61,61,37,"Marathon County","Wisconsin",55,73,55073,136334,86.5,134063,85,122446,841,634,7146,32,2992,1223,1741,67308,66755,8771,8886,9320,9305,7100,16363,17712,20965,16653,9675,6247,3066,39.4,38.3,40.4,53176,2.49,6499,7199,11781,17470,1628,3066,36326,3,57734,4558,39090,14086,2266,211,320051,172605,1576.33,2237,212,322853,184888,3.05691312,"Marathon",5,3,2,176,49.11170391,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",4220,-95.9611383038992,-1122.8072803703,-325.559662625146,-625.10789954075,-9.21949022309491,308.767727138696,-634.327389763845,9519.3651505247,-7261.02987531337,-7365.52455512326,-9.21949022309491,113.71417003298,-7374.74404534635,3499.79551710165,11937.3757333009,-625.10789954075,10249.8876394712,2312.59599337046,9624.77973993045,71321.1044962659,5001.90552061269,-7365.52455512326,10249.8876394712,2117.54243626474,2884.36308434794,65301.5348628429,15689.6530151415,-625.10789954075,14867.2245176155,1447.53639706674,14242.1166180747,44687.1178862955,8754.18280245325,-7365.52455512326,14867.2245176155,1252.48283996102,7501.69996249223,38667.5482528725,27684.1077712487,-625.10789954075,25194.3994032991,3114.81626749037,24569.2915037584,96135.4634645474,20748.6375585605,-7365.52455512326,25194.3994032991,2919.76271038465,17828.8748481758,90115.8938311243,15265.010051261,-625.10789954075,13303.1287766474,2586.98917415436,12678.0208771066,79899.0424171956,8329.53983857274,-7365.52455512326,13303.1287766474,2391.93561704864,5937.6042215241,73879.4727837726,0.165,0.016,0,0,1,1,0.902,0.883,1,0.966,0.883,0.846,1,1,1,1,0,1,0,1
1007,60,61,61,37,"Marathon County","Wisconsin",55,73,55073,136334,86.5,134063,85,122446,841,634,7146,32,2992,1223,1741,67308,66755,8771,8886,9320,9305,7100,16363,17712,20965,16653,9675,6247,3066,39.4,38.3,40.4,53176,2.49,6499,7199,11781,17470,1628,3066,36326,3,57734,4558,39090,14086,2266,211,320051,172605,1576.33,2237,212,322853,184888,3.05691312,"Marathon",5,3,2,176,90.00675641,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",6680,-95.9611383038992,-1122.8072803703,-399.949187515074,-626.119932364605,-23.0663652692292,249.237110118759,-649.186297633834,7832.83495245675,-7343.95430970532,-7377.51875312731,-23.0663652692292,56.6308086912177,-7400.58511839654,1812.9240697342,11612.0663299786,-626.119932364607,9963.77799807913,2274.40826426405,9337.65806571453,70975.9672147348,4668.06120778833,-7377.51875312731,9963.77799807913,2081.80196283651,2586.25924495182,64956.0563320123,15472.0941810332,-626.119932364605,14669.6500657805,1428.5640476173,14043.5301334159,44658.1497429724,8528.08905884296,-7377.51875312731,14669.6500657805,1235.95774618975,7292.13131265321,38638.2388602498,28344.5765732548,-626.119932364607,25893.7184725442,3076.97803307516,25267.5985401796,96190.4841980115,21400.5714510645,-7377.51875312731,25893.7184725442,2884.37173164762,18516.1997194169,90170.573315289,14918.0636082961,-626.119932364607,13065.1507445415,2479.03279611924,12439.0308121769,77536.3034631622,7974.05848610587,-7377.51875312731,13065.1507445415,2286.4264946917,5687.63199141417,71516.3925804397,0.111,0.009,0,0,1,1,0.901,0.895,0.999,0.947,0.893,0.805,1,1,1,1,0,1,0,1
1008,226,231,102,60,"Sheboygan County","Wisconsin",55,117,55117,117512,227,115507,223.2,103861,1684,444,5310,35,6329,2297,1876,58010,57497,7156,7521,7956,7643,6198,13864,15056,18605,14687,8426,5657,2738,40.3,39.1,41.4,46390,2.42,5979,6987,9901,15150,1151,2770,30892,2.97,50766,4376,33280,13110,986,193,155878,245507,517.64,958,205,164302,222785,1.73339929,"Sheboygan",6,2,1,416,16.30472865,26,"M-55",31,"PLYMOUTH UTILITIES","Municipal",4740,138.3493118,"82.67513323","PO Box 277","900 CTH PP","Plymouth","WI","53073-0277","920-893-1471","http://www.plymouthgov.com/plymouth-utilities/","2/17/15 0:00"," ",133052.9957,"Plymouth Utilities",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",10,"Superior","WEP","WISCONSIN ELECTRIC POWER COMPANY",6630,6535.682729,1246.223422,"12/19/19 0:00","X"," ","2915 Hill Avenue","WI","54880","414-221-2345","https://www.we-energies.com",2005606.199,"Investor-Owned","Wisconsin Electric Power Company",4740,-91.3750454471924,-814.055951495654,247.176163790442,-627.949990487989,226.87174938667,648.254404891759,-401.078241101319,20150.7550018667,-6616.53993049338,-7351.12596601792,226.87174938667,507.71428613787,-7124.25421663125,15785.9613607348,13080.0996133109,-627.949990487989,11355.7917951306,2352.25780866829,10727.8418046426,73010.6733802469,6216.38351902708,-7351.12596601792,11355.7917951306,2211.7176899144,4004.66582911267,68645.879739115,16675.0426961961,-627.949990487989,15840.7183258413,1462.27436084278,15212.7683353533,45421.7617878659,9811.32660191225,-7351.12596601792,15840.7183258413,1321.73424208889,8489.59235982336,41056.968146734,25336.5699498718,-627.94999048799,22928.2359986746,3036.28394168519,22300.2860081867,94307.382159629,18472.853855588,-7351.12596601792,22928.2359986746,2895.7438229313,15577.1100326567,89942.588518497,15968.6349754709,-627.949990487989,13794.7080102424,2801.87695571644,13166.7580197544,87047.0166479212,9104.91888118706,-7351.12596601792,13794.7080102424,2661.33683696255,6443.58204422451,82682.2230067892,0.665,0.133,0,0,1,1,0.962,0.915,1,1,0.889,0.889,1,1,1,1,0,1,0,1
1009,226,231,102,60,"Sheboygan County","Wisconsin",55,117,55117,117512,227,115507,223.2,103861,1684,444,5310,35,6329,2297,1876,58010,57497,7156,7521,7956,7643,6198,13864,15056,18605,14687,8426,5657,2738,40.3,39.1,41.4,46390,2.42,5979,6987,9901,15150,1151,2770,30892,2.97,50766,4376,33280,13110,986,193,155878,245507,517.64,958,205,164302,222785,1.73339929,"Sheboygan",6,2,1,416,9.27158089,26,"M-55",31,"PLYMOUTH UTILITIES","Municipal",4740,138.3493118,"82.67513323","PO Box 277","900 CTH PP","Plymouth","WI","53073-0277","920-893-1471","http://www.plymouthgov.com/plymouth-utilities/","2/17/15 0:00"," ",133052.9957,"Plymouth Utilities",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",11,"Madison","WPL","WISCONSIN POWER & LIGHT COMPANY",6680,9364.004994,4254.18622,"12/21/20 0:00","X"," ","4902 North Biltmore Lane","WI","53718","608-458-3311","https://www.alliantenergy.com",6846462.76,"Investor-Owned","Wisconsin Power & Light Company",4740,-91.3750454471924,-814.055951495654,256.201815503991,-627.285202886413,224.48080788136,659.006210509046,-402.804395005052,20061.969111814,-6635.74970463836,-7375.6991521125,224.48080788136,515.468639592777,-7151.21834423114,15696.9280586568,13243.9052880915,-627.285202886411,11475.42477677,2395.76571420791,10848.1395738836,72761.2152031337,6351.95376794918,-7375.6991521125,11475.42477677,2252.22814329164,4099.72562465755,68396.1741499765,16750.8429516673,-627.285202886413,15885.6922345781,1492.43591997558,15258.4070316917,45399.1058685709,9858.89143152491,-7375.6991521125,15885.6922345781,1348.89834905931,8509.9930824656,41034.0648154137,25388.9501844553,-627.285202886413,22916.0972278961,3100.13815944567,22288.8120250096,94269.0252986971,18496.998664313,-7375.6991521125,22916.0972278961,2956.6005885294,15540.3980757836,89903.9842455399,16020.0034374663,-627.285202886411,13786.8137634518,2860.47487690095,13159.5285605654,86967.5926312118,9128.05191732397,-7375.6991521125,13786.8137634518,2716.93730598468,6411.11461133929,82602.5515780546,0.675,0.129,0,0,1,1,0.951,0.903,1,1,0.882,0.882,1,1,1,1,0,1,0,1
1011,83,84,84,51,"Price County","Wisconsin",55,99,55099,13635,10.7,14159,11.1,13750,39,54,62,64,153,42,148,7180,6979,616,728,811,839,453,1191,1614,2575,2364,1549,989,430,48.3,47.8,48.8,6329,2.2,1027,936,1008,2327,158,260,4029,2.73,11120,4791,5104,1225,472,196,39444,66892,1278.04,410,218,34273,62930,2.47472963,"Price",2,3,2,176,1.11065937,-1,"",0,"","",0,0,"","","","","","","","","12/30/1899 12:00:00 AM","",0,"",-1,"",0,"","",0,0,NA,"","","","","","","","12/30/1899 12:00:00 AM","",0,"",9,"Eau Claire","NSPW","NORTHERN STATES POWER COMPANY-WISCONSIN",4220,7182.970871,3865.523269,"12/19/19 0:00","X"," ","1414 West Hamilton Avenue","WI","54701","715-839-2625","https://www.xcelenergy.com",6220969.121,"Investor-Owned","Northern States Power Company-Wisconsin",4220,-78.3867109403811,-562.569574696414,-374.751944418396,-623.8863430618,4.26827624038924,244.866122403012,-619.618066821411,7543.3460682913,-7252.1530855661,-7403.26402096289,4.26827624038924,146.842659156393,-7398.9957447225,4526.62655316107,9014.22307146704,-623.8863430618,7838.052649971,1800.05676455783,7214.1663069092,55594.0802254458,2136.82193031933,-7403.26402096289,7838.052649971,1702.03330131121,434.788629008116,52577.3607103156,12085.1700769625,-623.8863430618,11577.0591106998,1131.99730932457,10953.172767638,34875.7952037267,5207.76893581482,-7403.26402096289,11577.0591106998,1033.97384607795,4173.79508973687,31859.0756885965,22123.3280741836,-623.886343061798,20241.1151235139,2506.09929373141,19617.2287804521,77166.7145244446,15245.9269330358,-7403.26402096289,20241.1151235139,2408.07583048479,12837.8511025511,74149.9950093144,11432.276142584,-623.886343061798,10158.6630752987,1897.4994103471,9534.77673223694,58545.5303322317,4554.87500143634,-7403.26402096289,10158.6630752987,1799.47594710048,2755.39905433585,55528.8108171015,0.119,0.011,0,0,1,1,0.882,0.872,1,0.935,0.782,0.427,1,1,1,1,0,1,0,1
