OBJECTID,FID_JB0086A1A31DA42D7B56B97D9B2,FID_JEFCBEFE5C6A647709062AA2A2B,FID_J2228895286724B00AEE6D344B7,FID_J3563A33A1E624D4E8E67AE8A5E,FID_J222D1330BBCF4662AB151AF296,Zone,Count_,Area in Square Miles,FID_JC691A5DE512F41389BD7E7BF18,price region,Count_,Area in Square Miles,FID_WI_MUNI_UTILITY_BOUNDARIES_,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_IOU_UTILITY_BOUNDARIES_W,CITY,CODE,UTIL_LAB,PSC_ID,AREA,PERIMETER,DATA_DATE,GIS_DATA,ADDRESS_1,ADDRESS_2,STATE,ZIP,PHONE,WEB,Shape_Leng,UTIL_TYPE,LABEL,FID_COOP_UTILITY_BOUNDARIES_COO,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_NATURAL_GAS_UTILITY_BOUN,Util_Name,Util_ID,Sq_Mi,Shape_Leng,Shape_Le_1,Shape_Le_2,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB
941,412,125,6,6,3,3,7,143.4644016,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation,8,C-13,83,OCONTO ELECTRIC COOPERATIVE,Cooperative,4348,601.1650243,280.1213663,PO Box 168,7479 REA Road,Oconto Falls,WI,54154-0168,920-846-2816,https://www.ocontoelectric.com,7/15/09 0:00,X,450812.5418,Oconto Electric Cooperative,10,Wisconsin Public Service Corporation,6690,8924.5,3698331.265,3698331.27,3685394.539,P.O. Box 19003,P.O. Box 19003,Green Bay,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com
942,412,125,6,6,3,3,7,8.7474409,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation,8,C-13,83,OCONTO ELECTRIC COOPERATIVE,Cooperative,4348,601.1650243,280.1213663,PO Box 168,7479 REA Road,Oconto Falls,WI,54154-0168,920-846-2816,https://www.ocontoelectric.com,7/15/09 0:00,X,450812.5418,Oconto Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
943,413,126,6,6,3,3,7,1.89864998,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company,8,C-13,83,OCONTO ELECTRIC COOPERATIVE,Cooperative,4348,601.1650243,280.1213663,PO Box 168,7479 REA Road,Oconto Falls,WI,54154-0168,920-846-2816,https://www.ocontoelectric.com,7/15/09 0:00,X,450812.5418,Oconto Electric Cooperative,10,Wisconsin Public Service Corporation,6690,8924.5,3698331.265,3698331.27,3685394.539,P.O. Box 19003,P.O. Box 19003,Green Bay,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com
944,413,126,6,6,3,3,7,42.04668649,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company,8,C-13,83,OCONTO ELECTRIC COOPERATIVE,Cooperative,4348,601.1650243,280.1213663,PO Box 168,7479 REA Road,Oconto Falls,WI,54154-0168,920-846-2816,https://www.ocontoelectric.com,7/15/09 0:00,X,450812.5418,Oconto Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
945,414,127,6,6,3,3,7,1.84879631,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company,8,C-13,83,OCONTO ELECTRIC COOPERATIVE,Cooperative,4348,601.1650243,280.1213663,PO Box 168,7479 REA Road,Oconto Falls,WI,54154-0168,920-846-2816,https://www.ocontoelectric.com,7/15/09 0:00,X,450812.5418,Oconto Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
946,415,130,7,7,3,3,7,6.98397218,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company,11,C-04,83,CENTRAL WISCONSIN ELECTRIC COOPERATIVE,Cooperative,1030,800.6172719,209.0454614,PO Box 100,10401 Lystul Road,Rosholt,WI,54473-0100,715-677-2211,https://www.cwecoop.com,1/27/10 0:00, ,336426.7319,Central Wisconsin Electric Cooperative,1,City Gas Company,1140,419.9,184481.667,184481.6671,170221.7326, ,809 5th Avenue,Antigo,WI,54409,715-627-4351,https://www.citygasantigo.com
947,415,130,7,7,3,3,7,3.37860191,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company,11,C-04,83,CENTRAL WISCONSIN ELECTRIC COOPERATIVE,Cooperative,1030,800.6172719,209.0454614,PO Box 100,10401 Lystul Road,Rosholt,WI,54473-0100,715-677-2211,https://www.cwecoop.com,1/27/10 0:00, ,336426.7319,Central Wisconsin Electric Cooperative,9,Wisconsin Power and Light Company,6680,5173.4,2703682.586,2652397.567,2677955.5, ,4902 North Biltmore Lane,Madison,WI,53718,608-458-3311,https://www.alliantenergy.com
948,415,130,7,7,3,3,7,31.49809231,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company,11,C-04,83,CENTRAL WISCONSIN ELECTRIC COOPERATIVE,Cooperative,1030,800.6172719,209.0454614,PO Box 100,10401 Lystul Road,Rosholt,WI,54473-0100,715-677-2211,https://www.cwecoop.com,1/27/10 0:00, ,336426.7319,Central Wisconsin Electric Cooperative,10,Wisconsin Public Service Corporation,6690,8924.5,3698331.265,3698331.27,3685394.539,P.O. Box 19003,P.O. Box 19003,Green Bay,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com
949,416,131,8,8,4,4,7,5.91623427,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,Frederic,NWE,NORTHWESTERN WISCONSIN ELECTRIC COMPANY,4280,378.428778,453.5589821,8/18/09 0:00, , ,104 Oak Street East,WI,54837,715-327-4231,https://www.nweco.com,729933.8863,Investor-Owned,Northwestern Wisconsin Electric Company,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
950,417,132,8,8,4,4,7,1.43966394,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,6,C-21,83,ST CROIX ELECTRIC COOPERATIVE,Cooperative,5195,697.9765553,158.8337599, ,1925 Ridgeway Street,Hammond,WI,54015-5038,800-924-3407,https://www.scecnet.net,12/5/12 0:00,X,255618.6698,St Croix Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
951,419,132,8,8,4,4,7,6.09485974,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,4,Midwest Natural Gas Incorporated,3670,1117.2,804431.9023,804431.9036,804358.018, ,3600 State Highway 157,La Crosse,WI,54601,608-781-1011,https://www.midwestnaturalgas.com
952,419,132,8,8,4,4,7,111.1822787,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
953,420,132,8,8,4,4,7,41.11469891,2,1,416,21803.48907,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
954,421,134,9,9,4,4,7,15.92852439,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
955,422,135,10,10,4,4,7,1.64929729,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,Solon Springs,DLP,DAHLBERG LIGHT & POWER COMPANY,1510,650.1791738,404.4257322,12/28/16 0:00,X, ,9221 East Main Street,WI,54873,715-378-2205,https://www.dahlberglightandpower.com,650861.4273,Investor-Owned,Dahlberg Light & Power Company,21,C-08,83,EAST CENTRAL ENERGY COOPERATIVE,Cooperative,2515,569.275531,385.0506029,PO Box 39,3617 E Baumgartner Road,Superior,WI,54880-8384,800-254-7944,https://www.eastcentralenergy.com,7/14/09 0:00,X,619680.1168,East Central Energy Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
956,423,135,10,10,4,4,7,1.58478719,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,Solon Springs,DLP,DAHLBERG LIGHT & POWER COMPANY,1510,650.1791738,404.4257322,12/28/16 0:00,X, ,9221 East Main Street,WI,54873,715-378-2205,https://www.dahlberglightandpower.com,650861.4273,Investor-Owned,Dahlberg Light & Power Company,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
957,425,137,10,10,4,4,7,38.25641219,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,Frederic,NWE,NORTHWESTERN WISCONSIN ELECTRIC COMPANY,4280,378.428778,453.5589821,8/18/09 0:00, , ,104 Oak Street East,WI,54837,715-327-4231,https://www.nweco.com,729933.8863,Investor-Owned,Northwestern Wisconsin Electric Company,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
958,426,138,10,10,4,4,7,69.30737477,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,5,C-05,83,CHIPPEWA VALLEY ELECTRIC COOPERATIVE,Cooperative,1127,762.4427101,227.8805556,PO Box 575,317 S 8th Street,Cornell,WI,54732-0575,715-239-6800,https://www.cvecoop.com,7/13/09 0:00, ,366738.9383,Chippewa Valley Electric Cooperative,5,Northern States Power Company - Wisconsin,4220,3077.7,2321916.139,2321916.138,2316705.328, ,1414 West Hamilton Avenue,Eau Claire,WI,54701,715-839-2625,https://www.xcelenergy.com
959,426,138,10,10,4,4,7,118.6449833,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,5,C-05,83,CHIPPEWA VALLEY ELECTRIC COOPERATIVE,Cooperative,1127,762.4427101,227.8805556,PO Box 575,317 S 8th Street,Cornell,WI,54732-0575,715-239-6800,https://www.cvecoop.com,7/13/09 0:00, ,366738.9383,Chippewa Valley Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
960,427,138,10,10,4,4,7,21.70220216,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,7,C-07,83,DUNN ENERGY COOPERATIVE,Cooperative,1688,856.1823572,311.1502716,PO Box 220,N5725 600th Street,Menomonie,WI,54751-0220,715-232-6240,https://www.dunnenergy.com,2/17/15 0:00,X,500748.8242,Dunn Energy Cooperative,5,Northern States Power Company - Wisconsin,4220,3077.7,2321916.139,2321916.138,2316705.328, ,1414 West Hamilton Avenue,Eau Claire,WI,54701,715-839-2625,https://www.xcelenergy.com
961,427,138,10,10,4,4,7,1.9953353,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,7,C-07,83,DUNN ENERGY COOPERATIVE,Cooperative,1688,856.1823572,311.1502716,PO Box 220,N5725 600th Street,Menomonie,WI,54751-0220,715-232-6240,https://www.dunnenergy.com,2/17/15 0:00,X,500748.8242,Dunn Energy Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
962,428,138,10,10,4,4,7,0.07084182,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
963,429,138,10,10,4,4,7,17.98882767,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,12,C-09,83,EAU CLAIRE ENERGY COOPERATIVE,Cooperative,1737,662.8634457,202.1058369,PO Box 368,8214 USH 12,Fall Creek,WI,54742-0368,888-832-1604,https://www.ecec.com/content/home.php,7/20/09 0:00,X,325258.4664,Eau Claire Energy Cooperative,5,Northern States Power Company - Wisconsin,4220,3077.7,2321916.139,2321916.138,2316705.328, ,1414 West Hamilton Avenue,Eau Claire,WI,54701,715-839-2625,https://www.xcelenergy.com
964,429,138,10,10,4,4,7,25.65995255,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,12,C-09,83,EAU CLAIRE ENERGY COOPERATIVE,Cooperative,1737,662.8634457,202.1058369,PO Box 368,8214 USH 12,Fall Creek,WI,54742-0368,888-832-1604,https://www.ecec.com/content/home.php,7/20/09 0:00,X,325258.4664,Eau Claire Energy Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
965,430,138,10,10,4,4,7,19.29132491,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
966,431,138,10,10,4,4,7,148.991791,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
967,432,138,10,10,4,4,7,456.9802698,4,3,160,17187.72266,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
968,433,139,11,11,5,5,4,6.78893346,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,10,Wisconsin Public Service Corporation,6690,8924.5,3698331.265,3698331.27,3685394.539,P.O. Box 19003,P.O. Box 19003,Green Bay,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com
969,434,139,11,11,5,5,4,0.24915057,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation,4,C-22,83,TAYLOR ELECTRIC COOPERATIVE,Cooperative,5838,620.8653908,153.9796177, ,N1831 STH 13,Medford,WI,54451-9208,715-678-2411,https://www.taylorelectric.org,12/7/12 0:00,X,247806.6695,Taylor Electric Cooperative,10,Wisconsin Public Service Corporation,6690,8924.5,3698331.265,3698331.27,3685394.539,P.O. Box 19003,P.O. Box 19003,Green Bay,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com
970,435,139,11,11,5,5,4,7.89260359,3,2,176,17110.03886,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation,10,C-06,83,CLARK ELECTRIC COOPERATIVE,Cooperative,1144,1225.566137,375.4412319,PO Box 190,124 N Main Street,Greenwood,WI,54437-0190,715-267-6188,https://www.cecoop.com,7/13/09 0:00, ,604215.3023,Clark Electric Cooperative,11,Wisconsin Gas,6650,12280,6624806.846,6624806.849,6612823.903,P.O. Box 2046,231 West Michigan Street,Milwaukee,WI,53203,414-221-2345,https://www.we-energies.com
