OBJECTID,FID_J5ADCCAE55F1F458CB72D43BBA0,FID_JCEC669FB3C1942769A246F54CA,FID_JD5A3B0BAC9964E2A82FC17D52C,FID_JCFB10F4860614B8C9C6755F87E,NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,POPULATION,POP_SQMI,POP2010,POP10_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,NO_FARMS17,AVE_SIZE17,CROP_ACR17,AVE_SALE17,Shape_Leng,County,Zone,FID_JC691A5DE512F41389BD7E7BF18,price region,Count_,Area in Square Miles,FID_WI_MUNI_UTILITY_BOUNDARIES_,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_COOP_UTILITY_BOUNDARIES_COO,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_IOU_UTILITY_BOUNDARIES_W,CITY,CODE,UTIL_LAB,PSC_ID,AREA,PERIMETER,DATA_DATE,GIS_DATA,ADDRESS_1,ADDRESS_2,STATE,ZIP,PHONE,WEB,Shape_Leng,UTIL_TYPE,LABEL
680,370,69,69,42,Monroe County,Wisconsin,55,81,55081,46889,51.6,44673,49.2,41940,512,510,289,40,1661,764,618,22648,22025,3236,3230,3221,3023,2228,5321,5468,6939,5784,3311,2036,876,39,38.7,39.3,17376,2.52,2346,2303,3743,5417,608,1216,11740,3.05,19204,1828,12404,4972,1926,175,173238,104903,908.08,1555,193,165234,130380,2.19320659,Monroe,7,2,1,416,2.89617606,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,16,C-23,83,VERNON ELECTRIC COOPERATIVE,Cooperative,6080,926.5649281,392.060786, ,110 Saugstad Road,Westby,WI,54667-8426,608-634-3121,https://www.vernonelectric.org,11/23/09 0:00,X,630961.9356,Vernon Electric Cooperative,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
681,107,110,110,66,Washburn County,Wisconsin,55,129,55129,16293,19.1,15911,18.7,15343,36,186,63,2,208,49,232,7924,7987,872,860,890,906,581,1468,1731,2583,2640,1919,1022,439,47.6,46.9,48.2,6916,2.27,955,1002,1138,2562,189,341,4544,2.75,12979,6063,5471,1445,405,216,38201,80294,853.32,372,198,34098,81383,2.05374586,Washburn,4,4,3,160,114.3765228,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,Solon Springs,DLP,DAHLBERG LIGHT & POWER COMPANY,1510,650.1791738,404.4257322,12/28/16 0:00,X, ,9221 East Main Street,WI,54873,715-378-2205,https://www.dahlberglightandpower.com,650861.4273,Investor-Owned,Dahlberg Light & Power Company
682,107,110,110,66,Washburn County,Wisconsin,55,129,55129,16293,19.1,15911,18.7,15343,36,186,63,2,208,49,232,7924,7987,872,860,890,906,581,1468,1731,2583,2640,1919,1022,439,47.6,46.9,48.2,6916,2.27,955,1002,1138,2562,189,341,4544,2.75,12979,6063,5471,1445,405,216,38201,80294,853.32,372,198,34098,81383,2.05374586,Washburn,4,4,3,160,60.21000389,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
683,273,7,7,3,Barron County,Wisconsin,55,5,55005,46399,52.1,45870,51.5,44076,407,406,223,3,862,236,519,22814,23056,2737,2762,2832,2888,2341,5133,5288,7162,6379,4327,2759,1262,43.1,41.8,44.5,19173,2.36,2442,2869,3535,6551,561,1136,12626,2.85,23614,4441,14126,5047,1322,234,202890,259503,889.76,1200,255,208784,222001,2.0910202,Barron,4,4,3,160,0.00477961,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
684,250,-1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.00001926,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,8,C-13,83,OCONTO ELECTRIC COOPERATIVE,Cooperative,4348,601.1650243,280.1213663,PO Box 168,7479 REA Road,Oconto Falls,WI,54154-0168,920-846-2816,https://www.ocontoelectric.com,7/15/09 0:00,X,450812.5418,Oconto Electric Cooperative,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
685,58,59,59,35,Lincoln County,Wisconsin,55,69,55069,28182,31.1,28743,31.7,27929,157,100,124,10,340,131,292,14412,14331,1471,1602,1870,1996,1169,2798,3576,5078,3914,2740,1740,789,44.7,43.7,45.7,12094,2.33,1555,1742,2224,4380,381,671,8176,2.81,16784,4690,9318,2776,449,171,38249,66588,906.79,426,184,43032,86838,2.10474371,Lincoln,5,3,2,176,748.4390166,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
686,58,59,59,35,Lincoln County,Wisconsin,55,69,55069,28182,31.1,28743,31.7,27929,157,100,124,10,340,131,292,14412,14331,1471,1602,1870,1996,1169,2798,3576,5078,3914,2740,1740,789,44.7,43.7,45.7,12094,2.33,1555,1742,2224,4380,381,671,8176,2.81,16784,4690,9318,2776,449,171,38249,66588,906.79,426,184,43032,86838,2.10474371,Lincoln,5,3,2,176,0.10234917,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
687,156,161,27,15,Door County,Wisconsin,55,29,55029,28406,58.3,27785,57.1,26839,144,162,112,4,671,249,275,13679,14106,1271,1304,1465,1583,1009,2530,2890,4607,4881,3400,2006,839,49.3,48.2,50.4,12548,2.19,1625,2127,2023,4868,250,503,8137,2.69,23966,11418,9719,2829,803,164,94302,102905,487.56,626,183,90126,125785,5.1803747,Door,6,2,1,416,0.00040101,11,M-70,31,STURGEON BAY UTILITIES,Municipal,5780,78.73540588,62.94080163,PO Box 27,230 E Vine Street,Sturgeon Bay,WI,54235-0027,920-746-2820,https://www.sbunet.com/,11/9/12 0:00, ,93400.72235,Sturgeon Bay Utilities,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
688,462,139,18,9,Chippewa County,Wisconsin,55,17,55017,65828,63.2,62415,59.9,59504,982,310,774,14,800,182,649,32404,30011,4117,4024,4045,3914,3335,7883,8098,9965,8099,4664,2966,1305,40.1,39,41.2,24410,2.45,2943,3343,5216,8185,737,1506,16677,2.93,27185,2775,18203,6207,1757,219,249869,144107,1041.27,1409,253,243035,152830,2.35891993,Chippewa,4,4,3,160,0.00030096,8,M-13,31,CADOTT LIGHT & WATER MUNICIPAL UTILITY,Municipal,890,10.07332472,14.68695452,PO Box 40, ,Cadott,WI,54727-0040,715-289-4282,http://villageofcadott.com/personnel-directory/Village+of+Cadott/Utilities+Committee,2/5/19 0:00, ,23636.40941,Cadott Light & Water Municipal Utility,12,C-09,83,EAU CLAIRE ENERGY COOPERATIVE,Cooperative,1737,662.8634457,202.1058369,PO Box 368,8214 USH 12,Fall Creek,WI,54742-0368,888-832-1604,https://www.ecec.com/content/home.php,7/20/09 0:00,X,325258.4664,Eau Claire Energy Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
689,81,82,82,49,Polk County,Wisconsin,55,95,55095,45059,47.1,44205,46.2,42807,96,454,159,7,656,226,456,22177,22028,2714,2828,2920,2976,1901,4706,5598,7290,6208,3850,2216,998,42.4,41.8,43.1,18004,2.43,2346,2389,3690,6096,653,1043,12256,2.9,24248,6244,14185,3819,1313,195,159940,127214,956.41,1234,208,164959,112064,2.63291046,Polk,4,4,3,160,80.4249485,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,Frederic,NWE,NORTHWESTERN WISCONSIN ELECTRIC COMPANY,4280,378.428778,453.5589821,8/18/09 0:00, , ,104 Oak Street East,WI,54837,715-327-4231,https://www.nweco.com,729933.8863,Investor-Owned,Northwestern Wisconsin Electric Company
690,81,82,82,49,Polk County,Wisconsin,55,95,55095,45059,47.1,44205,46.2,42807,96,454,159,7,656,226,456,22177,22028,2714,2828,2920,2976,1901,4706,5598,7290,6208,3850,2216,998,42.4,41.8,43.1,18004,2.43,2346,2389,3690,6096,653,1043,12256,2.9,24248,6244,14185,3819,1313,195,159940,127214,956.41,1234,208,164959,112064,2.63291046,Polk,4,4,3,160,35.87392613,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
691,130,135,16,8,Calumet County,Wisconsin,55,15,55015,52637,132.6,48971,123.4,46187,246,203,1031,16,1690,705,583,24543,24428,3418,3827,3678,3389,2091,5895,7314,8108,5626,2977,1879,769,38.3,37.7,38.9,18575,2.63,1852,2072,5449,6378,438,882,13780,3.06,19695,1120,15066,3509,719,198,120851,296527,397.08,684,225,131510,297601,1.42541136,Calumet,6,3,2,176,0.00002321,70,M-34,31,KAUKAUNA ELECTRIC & WATER UTILITY,Municipal,2800,64.78056735,42.52085561,PO Box 1777,777 Island Street,Kaukauna,WI,54130-7077,920-766-5721,https://www.kaukaunautilities.com/,12/20/17 0:00,X,68430.82071,Kaukauna Electric & Water Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company
692,536,22,22,12,Crawford County,Wisconsin,55,23,55023,16565,27.6,16644,27.8,16080,296,39,63,3,150,36,127,8575,8069,948,1014,1046,1028,779,1743,1838,2651,2535,1679,962,421,44.6,42.9,46.2,6812,2.33,943,1055,1210,2315,213,405,4479,2.85,8802,1990,5151,1661,1105,196,98432,67782,599.21,1034,204,98951,70965,1.96196751,Crawford,9,2,1,416,0.00707112,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,17,C-17,83,RICHLAND ELECTRIC COOPERATIVE,Cooperative,5075,425.7647103,179.7758778,PO Box 439,1027 N Jefferson Street,Richland Center,WI,53581-0439,608-647-3173,https://www.rec.coop,11/3/09 0:00, ,289321.809,Richland Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
693,537,22,22,12,Crawford County,Wisconsin,55,23,55023,16565,27.6,16644,27.8,16080,296,39,63,3,150,36,127,8575,8069,948,1014,1046,1028,779,1743,1838,2651,2535,1679,962,421,44.6,42.9,46.2,6812,2.33,943,1055,1210,2315,213,405,4479,2.85,8802,1990,5151,1661,1105,196,98432,67782,599.21,1034,204,98951,70965,1.96196751,Crawford,9,2,1,416,0.00707112,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,22,C-20,24,SCENIC RIVERS ENERGY COOPERATIVE,Cooperative,2318,2289.216872,435.9003487, ,231 N Sheridan Street,Lancaster,WI,53813-1342,608-723-2121,https://www.sre.coop,7/15/09 0:00,X,701515.0138,Scenic Rivers Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
694,436,105,105,62,Trempealeau County,Wisconsin,55,121,55121,30097,40.6,28816,38.8,27230,62,63,123,4,1667,1086,248,14638,14178,1885,1954,1938,1836,1346,3378,3756,4443,3713,2347,1444,776,40.8,40.2,41.4,11524,2.46,1543,1535,2467,3655,448,646,7716,2.95,12619,1095,8559,2965,1436,225,197816,187243,741.98,1229,268,215632,236873,2.32252186,Trempealeau,7,4,3,160,0.25934471,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
695,64,65,65,39,Marquette County,Wisconsin,55,77,55077,15936,34.3,15404,33.2,14920,77,86,68,0,391,126,127,7808,7596,801,808,911,850,691,1354,1695,2655,2393,1852,1054,340,47.3,46.7,47.8,6571,2.32,932,864,1075,2497,188,278,4347,2.79,9896,3325,5320,1251,478,251,84161,145774,464.47,458,247,81970,156059,1.61676219,Marquette,8,3,2,176,0.002267,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,5,Westfield,PPL,PIONEER POWER & LIGHT COMPANY,4660,65.74511179,76.59418158,9/23/09 0:00, , ,104 North Main Street,WI,53964,608-296-2149,https://www.pioneer-westfield.com,123266.6331,Investor-Owned,Pioneer Power & Light Company
696,64,65,65,39,Marquette County,Wisconsin,55,77,55077,15936,34.3,15404,33.2,14920,77,86,68,0,391,126,127,7808,7596,801,808,911,850,691,1354,1695,2655,2393,1852,1054,340,47.3,46.7,47.8,6571,2.32,932,864,1075,2497,188,278,4347,2.79,9896,3325,5320,1251,478,251,84161,145774,464.47,458,247,81970,156059,1.61676219,Marquette,8,3,2,176,32.26403727,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
697,579,78,78,47,Pepin County,Wisconsin,55,91,55091,7499,30.2,7469,30,7337,21,19,13,1,72,35,43,3780,3689,468,438,481,488,317,746,893,1199,1102,673,457,207,44,43.2,44.8,3051,2.4,406,411,623,1137,77,149,2085,2.91,3579,528,2428,623,459,226,63018,156288,248.7,448,239,69294,161411,1.76877636,Pepin,7,4,3,160,2.59451454,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,12,C-09,83,EAU CLAIRE ENERGY COOPERATIVE,Cooperative,1737,662.8634457,202.1058369,PO Box 368,8214 USH 12,Fall Creek,WI,54742-0368,888-832-1604,https://www.ecec.com/content/home.php,7/20/09 0:00,X,325258.4664,Eau Claire Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
698,578,78,78,47,Pepin County,Wisconsin,55,91,55091,7499,30.2,7469,30,7337,21,19,13,1,72,35,43,3780,3689,468,438,481,488,317,746,893,1199,1102,673,457,207,44,43.2,44.8,3051,2.4,406,411,623,1137,77,149,2085,2.91,3579,528,2428,623,459,226,63018,156288,248.7,448,239,69294,161411,1.76877636,Pepin,7,4,3,160,2.59451454,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,7,C-07,83,DUNN ENERGY COOPERATIVE,Cooperative,1688,856.1823572,311.1502716,PO Box 220,N5725 600th Street,Menomonie,WI,54751-0220,715-232-6240,https://www.dunnenergy.com,2/17/15 0:00,X,500748.8242,Dunn Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
699,38,38,38,21,Forest County,Wisconsin,55,41,55041,9050,8.6,9304,8.9,7690,76,1256,13,11,138,32,226,4724,4580,500,548,577,707,520,867,1037,1368,1292,1017,659,212,44.1,43.5,44.8,3836,2.33,565,530,594,1283,130,305,2525,2.82,8970,5134,2988,848,127,238,10265,22449,1046.52,140,272,13136,35065,2.67442699,Forest,3,3,2,176,767.719222,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
700,38,38,38,21,Forest County,Wisconsin,55,41,55041,9050,8.6,9304,8.9,7690,76,1256,13,11,138,32,226,4724,4580,500,548,577,707,520,867,1037,1368,1292,1017,659,212,44.1,43.5,44.8,3836,2.33,565,530,594,1283,130,305,2525,2.82,8970,5134,2988,848,127,238,10265,22449,1046.52,140,272,13136,35065,2.67442699,Forest,3,3,2,176,134.8763225,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company
701,628,107,107,63,Vernon County,Wisconsin,55,123,55123,31029,38,29773,36.5,29085,109,61,92,7,394,145,274,14854,14919,2121,2257,2190,1987,1281,2965,3328,4707,3975,2528,1683,751,41.4,40.9,42,11616,2.53,1511,1665,2607,3958,302,580,7893,3.1,13720,2104,9165,2451,2228,155,181510,99359,816.38,1961,172,196566,92577,2.5226673,Vernon,9,4,3,160,0.00330122,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,16,C-23,83,VERNON ELECTRIC COOPERATIVE,Cooperative,6080,926.5649281,392.060786, ,110 Saugstad Road,Westby,WI,54667-8426,608-634-3121,https://www.vernonelectric.org,11/23/09 0:00,X,630961.9356,Vernon Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
702,629,107,107,63,Vernon County,Wisconsin,55,123,55123,31029,38,29773,36.5,29085,109,61,92,7,394,145,274,14854,14919,2121,2257,2190,1987,1281,2965,3328,4707,3975,2528,1683,751,41.4,40.9,42,11616,2.53,1511,1665,2607,3958,302,580,7893,3.1,13720,2104,9165,2451,2228,155,181510,99359,816.38,1961,172,196566,92577,2.5226673,Vernon,9,4,3,160,0.00330122,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,17,C-17,83,RICHLAND ELECTRIC COOPERATIVE,Cooperative,5075,425.7647103,179.7758778,PO Box 439,1027 N Jefferson Street,Richland Center,WI,53581-0439,608-647-3173,https://www.rec.coop,11/3/09 0:00, ,289321.809,Richland Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
703,350,51,51,29,Juneau County,Wisconsin,55,57,55057,27128,33.7,26664,33.2,25077,557,398,115,7,687,188,322,14029,12635,1457,1548,1622,1601,1274,2978,3387,4447,3673,2612,1441,624,43.5,42.6,44.7,10527,2.38,1485,1512,1824,3424,350,658,6810,2.89,14669,4142,7908,2619,827,218,108817,150871,805.17,715,245,113995,163295,2.57801329,Juneau,8,3,2,176,0.00027899,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
704,101,104,104,61,Taylor County,Wisconsin,55,119,55119,20760,21.1,20689,21,20248,58,43,56,8,316,128,148,10559,10130,1359,1445,1367,1342,978,2213,2576,3510,2565,1657,1113,564,41.7,40.9,42.5,8388,2.44,1151,1101,1796,2897,274,364,5689,2.96,10582,2194,6693,1695,967,224,119997,141155,984.56,893,253,133702,126517,2.46447138,Taylor,5,4,3,160,3.25231753,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
705,599,87,87,53,Richland County,Wisconsin,55,103,55103,17678,30,18021,30.6,17540,82,46,95,4,360,119,135,9042,8979,1175,1184,1103,1253,862,1866,2021,2709,2603,1619,1087,539,42.8,41.2,44.3,7349,2.41,965,1115,1387,2504,241,385,4852,2.93,8868,1519,5482,1867,1260,181,111825,91627,589.3,1103,200,118484,123891,1.75845132,Richland,9,2,1,416,0.00001214,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,22,C-20,24,SCENIC RIVERS ENERGY COOPERATIVE,Cooperative,2318,2289.216872,435.9003487, ,231 N Sheridan Street,Lancaster,WI,53813-1342,608-723-2121,https://www.sre.coop,7/15/09 0:00,X,701515.0138,Scenic Rivers Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
706,598,87,87,53,Richland County,Wisconsin,55,103,55103,17678,30,18021,30.6,17540,82,46,95,4,360,119,135,9042,8979,1175,1184,1103,1253,862,1866,2021,2709,2603,1619,1087,539,42.8,41.2,44.3,7349,2.41,965,1115,1387,2504,241,385,4852,2.93,8868,1519,5482,1867,1260,181,111825,91627,589.3,1103,200,118484,123891,1.75845132,Richland,9,2,1,416,0.00001214,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,17,C-17,83,RICHLAND ELECTRIC COOPERATIVE,Cooperative,5075,425.7647103,179.7758778,PO Box 439,1027 N Jefferson Street,Richland Center,WI,53581-0439,608-647-3173,https://www.rec.coop,11/3/09 0:00, ,289321.809,Richland Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
707,207,212,79,48,Pierce County,Wisconsin,55,93,55093,43559,73.5,41019,69.3,39614,232,151,301,7,623,201,513,20420,20599,2414,2535,2556,3836,4659,4710,5053,6247,4726,2363,1315,605,34.5,34.8,34.3,15002,2.55,1710,1610,3532,4783,459,783,10188,2.97,16132,1130,11115,3887,1259,195,166276,141901,592.73,1229,190,166265,121535,1.85679885,Pierce,7,2,1,416,0.18560163,81,M-61,31,RIVER FALLS MUNICIPAL UTILITY,Municipal,5110,15.72239461,25.73026839, ,"222 Lewis Street, Suite 228",River Falls,WI,54022,715-425-0906,https://www.rfmu.org/581/Utilities,12/19/19 0:00,X,41408.93587,River Falls Municipal Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
708,256,-1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.00914292,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,20,C-19,83,ROCK ENERGY COOPERATIVE,Cooperative,5125,385.0186036,353.3255764,PO Box 1758,2815 Kennedy Road,Janesville,WI,53547-1758,608-752-4550,https://www.rock.coop,11/25/10 0:00,X,568623.5336,Rock Energy Cooperative,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
