Utility ID,Utility Name,Bill Date,Energy Charge (per kWh),PCAC/FAC Charge (per kWh),Total Charge (per/kWh)
4130,New London Electric and Water Utility,3/28/21,0.1034,-0.0192,0.0842
4130,New London Electric and Water Utility,4/28/21,0.1034,-0.0168,0.0866
4130,New London Electric and Water Utility,5/28/21,0.1034,-0.0164,0.087
4130,New London Electric and Water Utility,6/28/21,0.1034,-0.0152,0.0882
4130,New London Electric and Water Utility,7/28/21,0.0968,0.0014,0.0982
4130,New London Electric and Water Utility,8/28/21,0.0968,0.0157,0.1125
4130,New London Electric and Water Utility,9/28/21,0.0968,0.0129,0.1097
4130,New London Electric and Water Utility,10/28/21,0.0968,0.0103,0.1071
4130,New London Electric and Water Utility,11/28/21,0.0968,0.0023,0.0991
4130,New London Electric and Water Utility,12/28/21,0.0968,0.007,0.1038
4130,New London Electric and Water Utility,1/28/22,0.0968,0.0093,0.1061
4130,New London Electric and Water Utility,2/28/22,0.0968,0.0033,0.1001
4139,New Richmond Municipal Electric Utility,2/8/21,0.1065,-0.0203,0.0862
4139,New Richmond Municipal Electric Utility,3/8/21,0.1065,-0.0268,0.0797
4139,New Richmond Municipal Electric Utility,4/8/21,0.1065,-0.0174,0.0891
4139,New Richmond Municipal Electric Utility,5/8/21,0.1065,-0.019,0.0875
4139,New Richmond Municipal Electric Utility,6/8/21,0.1065,-0.011,0.0955
4139,New Richmond Municipal Electric Utility,7/8/21,0.1065,-0.0001,0.1064
4139,New Richmond Municipal Electric Utility,8/8/21,0.1065,0.0046,0.1111
4139,New Richmond Municipal Electric Utility,9/8/21,0.1065,0.0115,0.118
4139,New Richmond Municipal Electric Utility,10/8/21,0.1065,-0.0043,0.1022
4139,New Richmond Municipal Electric Utility,11/8/21,0.1065,-0.0075,0.099
4139,New Richmond Municipal Electric Utility,12/8/21,0.1065,-0.0028,0.1037
4139,New Richmond Municipal Electric Utility,1/8/22,0.1065,0.0037,0.1102
4139,New Richmond Municipal Electric Utility,2/8/22,0.1065,-0.0113,0.0952
4139,New Richmond Municipal Electric Utility,3/8/22,0.1065,-0.0187,0.0878
4190,North Central Power Company Inc,1/15/21,0.1214,-0.0005,0.1209
4190,North Central Power Company Inc,2/16/21,0.1214,0.0162,0.1376
4190,North Central Power Company Inc,3/15/21,0.1214,0.0106,0.132
4190,North Central Power Company Inc,4/14/21,0.1214,0.0113,0.1327
4190,North Central Power Company Inc,5/17/21,0.1214,0.011,0.1324
4190,North Central Power Company Inc,6/16/21,0.1214,0.0123,0.1337
4190,North Central Power Company Inc,7/19/21,0.1214,0.0112,0.1326
4190,North Central Power Company Inc,8/16/21,0.1214,0.0096,0.131
4190,North Central Power Company Inc,9/16/21,0.1214,0.0082,0.1296
4190,North Central Power Company Inc,10/15/21,0.1214,-0.001,0.1204
4190,North Central Power Company Inc,11/16/21,0.1214,0.0155,0.1369
4190,North Central Power Company Inc,12/15/21,0.1214,0.0141,0.1355
4190,North Central Power Company Inc,1/14/22,0.1214,0.0078,0.1292
4190,North Central Power Company Inc,2/15/22,0.1214,-0.0067,0.1147
4220,Northern States Power Company (WIS),1/1/21,0.11365,-0.00172,0.11193
4220,Northern States Power Company (WIS),2/1/21,0.11365,-0.00172,0.11193
4220,Northern States Power Company (WIS),3/1/21,0.11365,-0.00172,0.11193
4220,Northern States Power Company (WIS),4/1/21,0.11365,-0.00172,0.11193
4220,Northern States Power Company (WIS),5/1/21,0.11365,-0.00172,0.11193
4220,Northern States Power Company (WIS),6/1/21,0.12518,-0.00172,0.12346
4220,Northern States Power Company (WIS),7/1/21,0.12518,-0.00172,0.12346
4220,Northern States Power Company (WIS),8/1/21,0.12518,-0.00172,0.12346
4220,Northern States Power Company (WIS),9/1/21,0.12518,-0.00172,0.12346
4220,Northern States Power Company (WIS),10/1/21,0.11365,-0.00172,0.11193
4220,Northern States Power Company (WIS),11/1/21,0.11365,-0.00172,0.11193
4220,Northern States Power Company (WIS),12/1/21,0.11365,-0.00172,0.11193
4280,Northwestern Wisconsin Electric Co,1/15/21,0.1161,0.0025,0.1186
4280,Northwestern Wisconsin Electric Co,2/16/21,0.1161,0.0145,0.1306
4280,Northwestern Wisconsin Electric Co,3/16/21,0.1161,0.0019,0.118
4280,Northwestern Wisconsin Electric Co,4/15/21,0.1161,0.0094,0.1255
4280,Northwestern Wisconsin Electric Co,5/17/21,0.1161,0.0052,0.1213
4280,Northwestern Wisconsin Electric Co,6/16/21,0.1161,0.008,0.1241
4280,Northwestern Wisconsin Electric Co,7/16/21,0.1161,0.0149,0.131
4280,Northwestern Wisconsin Electric Co,8/18/21,0.1161,0.014,0.1301
4280,Northwestern Wisconsin Electric Co,9/15/21,0.1161,0.0036,0.1197
4280,Northwestern Wisconsin Electric Co,10/18/21,0.1161,0.0037,0.1198
4280,Northwestern Wisconsin Electric Co,11/16/21,0.1161,0.016,0.1321
4280,Northwestern Wisconsin Electric Co,12/16/21,0.1161,0.0134,0.1295
4280,Northwestern Wisconsin Electric Co,1/18/22,0.1161,0.0068,0.1229
4280,Northwestern Wisconsin Electric Co,2/15/22,0.1161,-0.0018,0.1143
4340,City of Oconomowoc Utilities,1/15/21,0.113,-0.0057,0.1073
4340,City of Oconomowoc Utilities,2/15/21,0.113,-0.0164,0.0966
4340,City of Oconomowoc Utilities,3/15/21,0.113,-0.0181,0.0949
4340,City of Oconomowoc Utilities,4/15/21,0.113,-0.0147,0.0983
4340,City of Oconomowoc Utilities,5/17/21,0.113,-0.015,0.098
4340,City of Oconomowoc Utilities,6/15/21,0.113,-0.0038,0.1092
4340,City of Oconomowoc Utilities,7/15/21,0.113,0.0036,0.1166
4340,City of Oconomowoc Utilities,8/16/21,0.113,0.0174,0.1304
4340,City of Oconomowoc Utilities,9/15/21,0.113,0.0105,0.1235
4340,City of Oconomowoc Utilities,10/15/21,0.113,-0.0029,0.1101
4340,City of Oconomowoc Utilities,11/16/21,0.113,-0.005,0.108
4340,City of Oconomowoc Utilities,12/15/21,0.113,0.0007,0.1137
4340,City of Oconomowoc Utilities,1/17/22,0.113,0.0071,0.1201
4340,City of Oconomowoc Utilities,2/15/22,0.113,-0.004,0.109
4360,Oconto Falls Water And Light Commission,1/1/21,0.1197,-0.0198,0.0999
4360,Oconto Falls Water And Light Commission,2/1/21,0.1197,-0.0123,0.1074
4360,Oconto Falls Water And Light Commission,3/1/21,0.1197,-0.0213,0.0984
4360,Oconto Falls Water And Light Commission,4/1/21,0.1197,-0.0269,0.0928
4360,Oconto Falls Water And Light Commission,5/1/21,0.1197,-0.0257,0.094
4360,Oconto Falls Water And Light Commission,6/8/21,0.1197,-0.0167,0.103
4360,Oconto Falls Water And Light Commission,7/8/21,0.1197,-0.0122,0.1075
4360,Oconto Falls Water And Light Commission,8/6/21,0.1197,0.0056,0.1253
4360,Oconto Falls Water And Light Commission,9/8/21,0.1197,0.0065,0.1262
4360,Oconto Falls Water And Light Commission,10/8/21,0.1197,0.0052,0.1249
4360,Oconto Falls Water And Light Commission,11/8/21,0.1197,-0.0098,0.1099
4360,Oconto Falls Water And Light Commission,12/8/21,0.1197,-0.0052,0.1145
4360,Oconto Falls Water And Light Commission,1/7/22,0.1197,0.0052,0.1249
4360,Oconto Falls Water And Light Commission,2/8/22,0.1197,-0.0138,0.1059
4360,Oconto Falls Water And Light Commission,3/8/22,0.1197,-0.0131,0.1066
4530,Village of Pardeeville Electric Utility,1/21/21,0.1006,0.0067,0.1073
4530,Village of Pardeeville Electric Utility,2/23/21,0.1006,0,0.1006
4530,Village of Pardeeville Electric Utility,3/23/21,0.1006,0.0041,0.1047
4530,Village of Pardeeville Electric Utility,4/21/21,0.1006,-0.0188,0.0818
4530,Village of Pardeeville Electric Utility,5/21/21,0.1006,-0.0029,0.0977
4530,Village of Pardeeville Electric Utility,6/22/21,0.1006,0.0251,0.1257
4530,Village of Pardeeville Electric Utility,7/21/21,0.1006,0.0273,0.1279
4530,Village of Pardeeville Electric Utility,8/23/21,0.1006,0.0084,0.109
4530,Village of Pardeeville Electric Utility,9/21/21,0.1006,0.0078,0.1084
4530,Village of Pardeeville Electric Utility,10/21/21,0.1006,0.0127,0.1133
4530,Village of Pardeeville Electric Utility,11/23/21,0.1006,0.026,0.1266
4530,Village of Pardeeville Electric Utility,12/21/21,0.1006,0.0195,0.1201
4530,Village of Pardeeville Electric Utility,1/21/22,0.1006,0.0138,0.1144
4530,Village of Pardeeville Electric Utility,2/21/22,0.1006,-0.0098,0.0908
4660,Pioneer Power And Light Company,1/1/21,0.1269,-0.0037,0.1232
4660,Pioneer Power And Light Company,2/1/21,0.1269,-0.0056,0.1213
4660,Pioneer Power And Light Company,3/1/21,0.1269,-0.0107,0.1162
4660,Pioneer Power And Light Company,4/1/21,0.1269,0.003,0.1299
4660,Pioneer Power And Light Company,5/1/21,0.1269,-0.003,0.1239
4660,Pioneer Power And Light Company,5/31/21,0.1269,-0.0013,0.1256
4660,Pioneer Power And Light Company,6/30/21,0.1269,0.0128,0.1397
4660,Pioneer Power And Light Company,7/31/21,0.1269,0.0102,0.1371
4660,Pioneer Power And Light Company,9/1/21,0.1269,0.0043,0.1312
4660,Pioneer Power And Light Company,10/1/21,0.1269,0.004,0.1309
4660,Pioneer Power And Light Company,11/1/21,0.1269,0.0077,0.1346
4660,Pioneer Power And Light Company,11/30/21,0.1269,0.0026,0.1295
4660,Pioneer Power And Light Company,1/1/22,0.1269,0.0017,0.1286
4660,Pioneer Power And Light Company,2/1/22,0.1269,-0.0033,0.1236
4660,Pioneer Power And Light Company,3/1/22,0.1269,0.0056,0.1325
4740,Plymouth Utilities,1/8/21,0.1055,-0.0145,0.091
4740,Plymouth Utilities,2/5/21,0.1055,-0.0203,0.0852
4740,Plymouth Utilities,3/5/21,0.1055,-0.0196,0.0859
4740,Plymouth Utilities,4/8/21,0.1055,-0.0215,0.084
4740,Plymouth Utilities,5/7/21,0.1055,-0.0185,0.087
4740,Plymouth Utilities,6/7/21,0.1055,-0.0084,0.0971
4740,Plymouth Utilities,7/7/21,0.1055,-0.0109,0.0946
4740,Plymouth Utilities,8/6/21,0.1055,0.0115,0.117
4740,Plymouth Utilities,9/8/21,0.1055,0.002,0.1075
4740,Plymouth Utilities,10/7/21,0.1055,-0.0105,0.095
4740,Plymouth Utilities,11/5/21,0.1055,-0.0063,0.0992
4740,Plymouth Utilities,12/7/21,0.1055,-0.002,0.1035
4740,Plymouth Utilities,1/10/22,0.1055,-0.0041,0.1014
4740,Plymouth Utilities,2/7/22,0.1055,-0.0075,0.098
4740,Plymouth Utilities,3/7/22,0.1055,-0.0139,0.0916
4830,Prairie Du Sac Municipal Electric and Water,1/5/21,0.108,-0.0035,0.1045
4830,Prairie Du Sac Municipal Electric and Water,2/5/21,0.108,-0.014,0.094
4830,Prairie Du Sac Municipal Electric and Water,3/5/21,0.108,-0.017,0.091
4830,Prairie Du Sac Municipal Electric and Water,4/5/21,0.108,-0.01,0.098
4830,Prairie Du Sac Municipal Electric and Water,5/5/21,0.108,-0.0141,0.0939
4830,Prairie Du Sac Municipal Electric and Water,6/5/21,0.108,-0.0018,0.1062
4830,Prairie Du Sac Municipal Electric and Water,7/5/21,0.108,-0.0044,0.1036
4830,Prairie Du Sac Municipal Electric and Water,8/5/21,0.108,0.019,0.127
4830,Prairie Du Sac Municipal Electric and Water,9/5/21,0.108,0.008,0.116
4830,Prairie Du Sac Municipal Electric and Water,10/5/21,0.108,-0.0072,0.1008
4830,Prairie Du Sac Municipal Electric and Water,11/5/21,0.108,-0.0072,0.1008
4830,Prairie Du Sac Municipal Electric and Water,12/5/21,0.108,0.0023,0.1103
4830,Prairie Du Sac Municipal Electric and Water,1/5/22,0.108,0.0076,0.1156
4830,Prairie Du Sac Municipal Electric and Water,2/5/22,0.108,0.0058,0.1138
4830,Prairie Du Sac Municipal Electric and Water,3/5/22,0.108,-0.0067,0.1013
4880,Princeton Municipal Water and Electric Utility,1/1/21,0.07,0.0395,0.1095
4880,Princeton Municipal Water and Electric Utility,2/1/21,0.07,0.0257,0.0957
4880,Princeton Municipal Water and Electric Utility,3/1/21,0.07,0.0197,0.0897
4880,Princeton Municipal Water and Electric Utility,4/1/21,0.07,0.0235,0.0935
4880,Princeton Municipal Water and Electric Utility,5/1/21,0.07,0.0353,0.1053
4880,Princeton Municipal Water and Electric Utility,6/1/21,0.07,0.0135,0.0835
4880,Princeton Municipal Water and Electric Utility,7/1/21,0.07,0.0399,0.1099
4880,Princeton Municipal Water and Electric Utility,8/1/21,0.07,0.0555,0.1255
4880,Princeton Municipal Water and Electric Utility,9/1/21,0.07,0.0557,0.1257
4880,Princeton Municipal Water and Electric Utility,10/1/21,0.07,0.0442,0.1142
4880,Princeton Municipal Water and Electric Utility,11/1/21,0.07,0.0375,0.1075
4880,Princeton Municipal Water and Electric Utility,12/1/21,0.07,0.0473,0.1173
4880,Princeton Municipal Water and Electric Utility,1/1/22,0.07,0.0458,0.1158
4880,Princeton Municipal Water and Electric Utility,2/1/22,0.07,0.0585,0.1285
4880,Princeton Municipal Water and Electric Utility,3/1/22,0.07,0.0549,0.1249
4880,Princeton Municipal Water and Electric Utility,4/1/22,0.07,0.0213,0.0913
4970,Reedsburg Utility Commission,1/22/21,0.111,0.0024,0.1134
4970,Reedsburg Utility Commission,2/24/21,0.111,-0.0118,0.0992
4970,Reedsburg Utility Commission,3/24/21,0.111,-0.0122,0.0988
4970,Reedsburg Utility Commission,4/22/21,0.111,-0.01,0.101
4970,Reedsburg Utility Commission,5/24/21,0.111,-0.0087,0.1023
4970,Reedsburg Utility Commission,6/23/21,0.111,-0.0083,0.1027
4970,Reedsburg Utility Commission,7/22/21,0.111,-0.0037,0.1073
4970,Reedsburg Utility Commission,8/24/21,0.111,0.0127,0.1237
4970,Reedsburg Utility Commission,9/22/21,0.111,0.0078,0.1188
4970,Reedsburg Utility Commission,10/22/21,0.111,0.003,0.114
4970,Reedsburg Utility Commission,11/23/21,0.111,-0.0029,0.1081
4970,Reedsburg Utility Commission,12/21/21,0.111,0.0072,0.1182
4970,Reedsburg Utility Commission,1/24/22,0.111,0.0119,0.1229
4970,Reedsburg Utility Commission,2/23/22,0.111,-0.0009,0.1101
4970,Reedsburg Utility Commission,3/23/22,0.111,-0.0081,0.1029
5050,Rice Lake Municipal Water and Electric Utility,1/15/21,0.0891,-0.0019,0.0872
5050,Rice Lake Municipal Water and Electric Utility,2/13/21,0.0891,0.0043,0.0934
5050,Rice Lake Municipal Water and Electric Utility,3/15/21,0.0891,0.0044,0.0935
5050,Rice Lake Municipal Water and Electric Utility,4/15/21,0.0891,0.005,0.0941
5050,Rice Lake Municipal Water and Electric Utility,5/15/21,0.0891,0.0045,0.0936
5050,Rice Lake Municipal Water and Electric Utility,6/15/21,0.0891,0.0113,0.1004
5050,Rice Lake Municipal Water and Electric Utility,7/15/21,0.0891,0.0031,0.0922
5050,Rice Lake Municipal Water and Electric Utility,8/15/21,0.0891,0.008,0.0971
5050,Rice Lake Municipal Water and Electric Utility,9/15/21,0.0891,0.0043,0.0934
5050,Rice Lake Municipal Water and Electric Utility,10/15/21,0.0891,0.0072,0.0963
5050,Rice Lake Municipal Water and Electric Utility,11/15/21,0.0891,0.0073,0.0964
5050,Rice Lake Municipal Water and Electric Utility,12/15/21,0.0891,0.0035,0.0926
5050,Rice Lake Municipal Water and Electric Utility,1/15/22,0.0891,-0.0017,0.0874
5050,Rice Lake Municipal Water and Electric Utility,2/15/22,0.0891,0.0043,0.0934
5070,Richland Center Electric Utility,1/26/21,0.0935,0.0019,0.0954
5070,Richland Center Electric Utility,2/24/21,0.0935,-0.0026,0.0909
5070,Richland Center Electric Utility,3/25/21,0.0935,-0.003,0.0905
5070,Richland Center Electric Utility,4/26/21,0.0935,-0.0014,0.0921
5070,Richland Center Electric Utility,5/25/21,0.0935,-0.0011,0.0924
5070,Richland Center Electric Utility,6/25/21,0.0935,-0.0015,0.092
5070,Richland Center Electric Utility,7/26/21,0.0935,0.0042,0.0977
5070,Richland Center Electric Utility,8/24/21,0.0935,0.0219,0.1154
5070,Richland Center Electric Utility,9/24/21,0.0935,0.0204,0.1139
5070,Richland Center Electric Utility,10/25/21,0.0935,0.0131,0.1066
5070,Richland Center Electric Utility,11/18/21,0.0935,0.009,0.1025
5070,Richland Center Electric Utility,12/15/21,0.0935,0.0103,0.1038
5070,Richland Center Electric Utility,1/12/22,0.0935,0.0102,0.1037
5070,Richland Center Electric Utility,2/4/22,0.0935,0.0078,0.1013
5070,Richland Center Electric Utility,3/7/22,0.0935,0.0035,0.097
5110,River Falls Municipal Utility,1/8/21,0.111,-0.0149,0.0961
5110,River Falls Municipal Utility,2/5/21,0.111,0.003,0.114
5110,River Falls Municipal Utility,3/9/21,0.111,-0.0079,0.1031
5110,River Falls Municipal Utility,4/8/21,0.111,-0.0139,0.0971
5110,River Falls Municipal Utility,5/7/21,0.111,-0.0077,0.1033
5110,River Falls Municipal Utility,6/9/21,0.111,-0.0052,0.1058
5110,River Falls Municipal Utility,7/9/21,0.111,-0.0018,0.1092
5110,River Falls Municipal Utility,8/6/21,0.111,0.0029,0.1139
5110,River Falls Municipal Utility,9/9/21,0.111,0.0243,0.1353
5110,River Falls Municipal Utility,10/7/21,0.111,0.0121,0.1231
5110,River Falls Municipal Utility,11/9/21,0.111,0.0112,0.1222
5110,River Falls Municipal Utility,12/8/21,0.111,0.0017,0.1127
5110,River Falls Municipal Utility,1/7/22,0.111,0.0019,0.1129
5110,River Falls Municipal Utility,2/8/22,0.111,0.0153,0.1263
5110,River Falls Municipal Utility,3/9/22,0.111,0.0006,0.1116
5260,Sauk City Municipal Water and Light Utility,1/28/21,0.105,0.0007,0.1057
5260,Sauk City Municipal Water and Light Utility,2/28/21,0.105,-0.0111,0.0939
5260,Sauk City Municipal Water and Light Utility,3/28/21,0.105,-0.0127,0.0923
5260,Sauk City Municipal Water and Light Utility,4/28/21,0.105,0.0066,0.1116
5260,Sauk City Municipal Water and Light Utility,5/28/21,0.105,-0.0002,0.1048
5260,Sauk City Municipal Water and Light Utility,6/28/21,0.105,0.01,0.115
5260,Sauk City Municipal Water and Light Utility,7/28/21,0.105,0.0138,0.1188
5260,Sauk City Municipal Water and Light Utility,8/28/21,0.105,0.0143,0.1193
5260,Sauk City Municipal Water and Light Utility,9/28/21,0.105,0.0077,0.1127
5260,Sauk City Municipal Water and Light Utility,10/28/21,0.105,0.0164,0.1214
5260,Sauk City Municipal Water and Light Utility,11/28/21,0.105,0.0177,0.1227
5260,Sauk City Municipal Water and Light Utility,12/28/21,0.105,0.0072,0.1122
5260,Sauk City Municipal Water and Light Utility,1/28/22,0.105,0.0143,0.1193
5260,Sauk City Municipal Water and Light Utility,2/28/22,0.105,0.0079,0.1129
5350,Shawano Municipal Utilities (1),1/5/21,0.0975,-0.0061,0.0914
5350,Shawano Municipal Utilities (1),2/3/21,0.0975,-0.0073,0.0902
5350,Shawano Municipal Utilities (1),3/3/21,0.095,0.0009,0.0959
5350,Shawano Municipal Utilities (1),4/5/21,0.095,-0.0042,0.0908
5350,Shawano Municipal Utilities (1),5/4/21,0.095,0.0004,0.0954
5350,Shawano Municipal Utilities (1),6/4/21,0.095,0.0004,0.0954
5350,Shawano Municipal Utilities (1),7/6/21,0.095,-0.0018,0.0932
5350,Shawano Municipal Utilities (1),8/6/21,0.095,0.0046,0.0996
5350,Shawano Municipal Utilities (1),9/7/21,0.095,-0.0004,0.0946
5350,Shawano Municipal Utilities (1),10/6/21,0.095,0.0004,0.0954
5350,Shawano Municipal Utilities (1),11/4/21,0.095,-0.001,0.094
5350,Shawano Municipal Utilities (1),12/3/21,0.095,-0.0007,0.0943
5350,Shawano Municipal Utilities (1),1/5/22,0.095,-0.0018,0.0932
5350,Shawano Municipal Utilities (1),2/4/22,0.095,-0.0016,0.0934
5380,Sheboygan Falls Utilities,1/6/21,0.0795,0.018,0.0975
5380,Sheboygan Falls Utilities,2/3/21,0.0795,0.0104,0.0899
5380,Sheboygan Falls Utilities,3/3/21,0.0795,0.0185,0.098
5380,Sheboygan Falls Utilities,4/6/21,0.0795,0.0182,0.0977
5380,Sheboygan Falls Utilities,5/6/21,0.0795,-0.0059,0.0736
5380,Sheboygan Falls Utilities,6/4/21,0.0795,0.0148,0.0943
5380,Sheboygan Falls Utilities,7/7/21,0.0795,0.0265,0.106
5380,Sheboygan Falls Utilities,8/5/21,0.0795,-0.0384,0.0411
5380,Sheboygan Falls Utilities,9/3/21,0.0795,-0.0383,0.0412
5380,Sheboygan Falls Utilities,10/5/21,0.0795,-0.0052,0.0743
5380,Sheboygan Falls Utilities,11/3/21,0.0795,0.0097,0.0892
5380,Sheboygan Falls Utilities,12/3/21,0.0795,0.0143,0.0938
5380,Sheboygan Falls Utilities,1/5/22,0.0795,0.0281,0.1076
5380,Sheboygan Falls Utilities,2/3/22,0.0795,0.023,0.1025
5380,Sheboygan Falls Utilities,3/3/22,0.0795,0.003,0.0825
5460,Shullsburg Electric Utility,1/31/21,0.0965,-0.012,0.0845
5460,Shullsburg Electric Utility,2/28/21,0.0965,-0.015,0.0815
5460,Shullsburg Electric Utility,3/31/21,0.0965,0.0046,0.1011
5460,Shullsburg Electric Utility,4/30/21,0.0965,-0.0031,0.0934
5460,Shullsburg Electric Utility,5/31/21,0.0965,-0.0051,0.0914
5460,Shullsburg Electric Utility,6/30/21,0.0965,0.0124,0.1089
5460,Shullsburg Electric Utility,7/31/21,0.0965,0.0105,0.107
5460,Shullsburg Electric Utility,8/31/21,0.0965,0.0021,0.0986
5460,Shullsburg Electric Utility,9/30/21,0.0965,0.0105,0.107
5460,Shullsburg Electric Utility,10/31/21,0.0965,0.009,0.1055
5460,Shullsburg Electric Utility,11/30/21,0.0965,-0.0014,0.0951
5460,Shullsburg Electric Utility,12/31/21,0.0965,0.0068,0.1033
5460,Shullsburg Electric Utility,1/31/22,0.0965,0.0025,0.099
5460,Shullsburg Electric Utility,2/28/22,0.0965,-0.0031,0.0934
5510,Slinger Utilities,1/20/21,0.0964,0.0071,0.1035
5510,Slinger Utilities,2/20/21,0.0964,-0.0065,0.0899
5510,Slinger Utilities,3/20/21,0.0964,-0.005,0.0914
5510,Slinger Utilities,4/20/21,0.0964,0.0022,0.0986
5510,Slinger Utilities,5/20/21,0.0964,0.0001,0.0965
5510,Slinger Utilities,6/20/21,0.0964,0.0016,0.098
5510,Slinger Utilities,7/20/21,0.0964,0.0171,0.1135
5510,Slinger Utilities,8/20/21,0.0964,0.0326,0.129
5510,Slinger Utilities,9/20/21,0.0964,0.0258,0.1222
5510,Slinger Utilities,10/20/21,0.0964,0.0235,0.1199
5510,Slinger Utilities,11/20/21,0.0964,0.0096,0.106
5510,Slinger Utilities,12/20/21,0.0964,0.0178,0.1142
5510,Slinger Utilities,1/20/22,0.0964,0.0173,0.1137
5510,Slinger Utilities,2/20/22,0.0964,0.0051,0.1015
5630,Spooner Municipal Utilities,1/15/21,0.103,0.0038,0.1068
5630,Spooner Municipal Utilities,2/15/21,0.103,0.0092,0.1122
5630,Spooner Municipal Utilities,3/15/21,0.103,0.0021,0.1051
5630,Spooner Municipal Utilities,4/15/21,0.103,0.01,0.113
5630,Spooner Municipal Utilities,5/14/21,0.103,0.0052,0.1082
5630,Spooner Municipal Utilities,6/15/21,0.103,0.0051,0.1081
5630,Spooner Municipal Utilities,7/15/21,0.103,0.0073,0.1103
5630,Spooner Municipal Utilities,8/13/21,0.103,0.0069,0.1099
5630,Spooner Municipal Utilities,9/15/21,0.103,0.0058,0.1088
5630,Spooner Municipal Utilities,10/15/21,0.103,0.0034,0.1064
5630,Spooner Municipal Utilities,11/15/21,0.103,0.0077,0.1107
5630,Spooner Municipal Utilities,12/15/21,0.103,0.0046,0.1076
5630,Spooner Municipal Utilities,1/14/22,0.103,-0.0025,0.1005
5630,Spooner Municipal Utilities,2/15/22,0.103,0.0066,0.1096
5740,Stoughton Electric Utility,1/7/21,0.0981,-0.0083,0.0898
5740,Stoughton Electric Utility,2/4/21,0.0981,-0.01,0.0881
5740,Stoughton Electric Utility,3/4/21,0.0981,-0.0101,0.088
5740,Stoughton Electric Utility,4/6/21,0.0981,-0.0095,0.0886
5740,Stoughton Electric Utility,5/5/21,0.0981,-0.0097,0.0884
5740,Stoughton Electric Utility,6/4/21,0.0981,-0.0028,0.0953
5740,Stoughton Electric Utility,7/7/21,0.0981,0.0032,0.1013
5740,Stoughton Electric Utility,8/5/21,0.0981,0.0204,0.1185
5740,Stoughton Electric Utility,9/7/21,0.0981,0.0157,0.1138
5740,Stoughton Electric Utility,10/6/21,0.0981,0.0162,0.1143
5740,Stoughton Electric Utility,11/4/21,0.0981,0.0022,0.1003
5740,Stoughton Electric Utility,12/6/21,0.0981,0.0046,0.1027
5740,Stoughton Electric Utility,1/6/22,0.0981,0.0046,0.1027
5740,Stoughton Electric Utility,2/4/22,0.0981,0.0007,0.0988
5760,Stratford Municipal Water and Electric Utility,1/1/21,0.0907,0.0056,0.0963
5760,Stratford Municipal Water and Electric Utility,2/1/21,0.0907,0.008,0.0987
5760,Stratford Municipal Water and Electric Utility,3/1/21,0.0907,0.0033,0.094
5760,Stratford Municipal Water and Electric Utility,4/1/21,0.0907,-0.0026,0.0881
5760,Stratford Municipal Water and Electric Utility,5/1/21,0.0907,0.0118,0.1025
5760,Stratford Municipal Water and Electric Utility,6/1/21,0.0907,0.0003,0.091
5760,Stratford Municipal Water and Electric Utility,7/1/21,0.0907,-0.0065,0.0842
5760,Stratford Municipal Water and Electric Utility,8/2/21,0.0907,0.0452,0.1359
5760,Stratford Municipal Water and Electric Utility,9/1/21,0.0907,-0.0004,0.0903
5760,Stratford Municipal Water and Electric Utility,10/1/21,0.0907,0.0051,0.0958
5760,Stratford Municipal Water and Electric Utility,11/1/21,0.0907,0.0038,0.0945
5760,Stratford Municipal Water and Electric Utility,12/1/21,0.0907,0.0034,0.0941
5760,Stratford Municipal Water and Electric Utility,1/3/22,0.0907,0.0155,0.1062
5760,Stratford Municipal Water and Electric Utility,2/1/22,0.0907,0.001,0.0917
5760,Stratford Municipal Water and Electric Utility,3/1/22,0.0907,0.0151,0.1058
5780,Sturgeon Bay Utilities,1/7/21,0.106,-0.0103,0.0957
5780,Sturgeon Bay Utilities,2/8/21,0.106,-0.0131,0.0929
5780,Sturgeon Bay Utilities,3/8/21,0.106,-0.0139,0.0921
5780,Sturgeon Bay Utilities,4/6/21,0.106,-0.0128,0.0932
5780,Sturgeon Bay Utilities,5/6/21,0.106,-0.0113,0.0947
5780,Sturgeon Bay Utilities,6/7/21,0.106,-0.0113,0.0947
5780,Sturgeon Bay Utilities,7/8/21,0.106,-0.0021,0.1039
5780,Sturgeon Bay Utilities,8/5/21,0.0985,0.0191,0.1176
5780,Sturgeon Bay Utilities,9/8/21,0.0985,0.0141,0.1126
5780,Sturgeon Bay Utilities,10/6/21,0.0985,0.0134,0.1119
5780,Sturgeon Bay Utilities,11/8/21,0.0985,0.0011,0.0996
5780,Sturgeon Bay Utilities,12/7/21,0.0985,0.007,0.1055
5780,Sturgeon Bay Utilities,1/6/22,0.0985,0.0071,0.1056
5780,Sturgeon Bay Utilities,2/8/22,0.0985,0.0025,0.101
5810,Sun Prairie Utilities,1/10/21,0.0922,-0.0043,0.0879
5810,Sun Prairie Utilities,2/10/21,0.0922,-0.0155,0.0767
5810,Sun Prairie Utilities,3/10/21,0.0922,-0.0109,0.0813
5810,Sun Prairie Utilities,4/10/21,0.0922,-0.0102,0.082
5810,Sun Prairie Utilities,5/10/21,0.0922,-0.0123,0.0799
5810,Sun Prairie Utilities,6/10/21,0.0922,0.0029,0.0951
5810,Sun Prairie Utilities,7/10/21,0.0922,0.0047,0.0969
5810,Sun Prairie Utilities,8/10/21,0.0922,0.0203,0.1125
